"id";"userID";"objectID";"eventType";"eventValue";"lastModified"
"3710099";"2707748";"5759";"pageview";"1";"2018-07-18 13:49:01"
"3710101";"2707749";"157";"pageview";"1";"2018-07-18 13:49:16"
"3710108";"2707751";"6153";"pageview";"1";"2018-07-18 13:52:50"
"3710104";"2707741";"3127";"pageview";"2";"2018-07-18 13:52:58"
"3710111";"2707752";"4640";"pageview";"3";"2018-07-18 13:57:27"
"3710115";"2707714";"6096";"pageview";"1";"2018-07-18 13:58:04"
"3710118";"2707753";"6228";"pageview";"3";"2018-07-18 14:00:22"
"3710121";"2707755";"4009";"pageview";"1";"2018-07-18 14:05:31"
"3710126";"2662299";"4749";"pageview";"1";"2018-07-18 14:08:58"
"3710122";"2058234";"5892";"pageview";"2";"2018-07-18 14:09:16"
"3710129";"2707756";"2383";"pageview";"1";"2018-07-18 14:09:54"
"3710131";"2662299";"2445";"pageview";"1";"2018-07-18 14:10:20"
"3710135";"2707759";"3391";"pageview";"1";"2018-07-18 14:13:35"
"3710136";"2707760";"3350";"pageview";"1";"2018-07-18 14:15:29"
"3710139";"2412529";"5714";"pageview";"1";"2018-07-18 14:17:01"
"3710142";"2412529";"5659";"pageview";"3";"2018-07-18 14:18:15"
"3710144";"2412529";"4224";"pageview";"1";"2018-07-18 14:18:50"
"3710148";"2707765";"4926";"pageview";"1";"2018-07-18 14:19:58"
"3710149";"2412529";"5759";"pageview";"1";"2018-07-18 14:20:52"
"3710151";"1925287";"6282";"pageview";"1";"2018-07-18 14:22:28"
"3709381";"1925287";"5892";"pageview";"5";"2018-07-18 14:23:10"
"3710156";"2412529";"6241";"pageview";"1";"2018-07-18 14:25:16"
"3710159";"2707756";"2200";"pageview";"2";"2018-07-18 14:25:50"
"3710169";"2707756";"3438";"pageview";"1";"2018-07-18 14:27:31"
"3710173";"2707756";"2571";"pageview";"1";"2018-07-18 14:27:58"
"3710175";"2707769";"955";"pageview";"1";"2018-07-18 14:28:59"
"3710179";"2707770";"4594";"pageview";"1";"2018-07-18 14:30:43"
"3710163";"2412529";"6245";"pageview";"3";"2018-07-18 14:30:59"
"3710152";"2412529";"3391";"pageview";"3";"2018-07-18 14:31:02"
"3710184";"2707771";"5892";"pageview";"1";"2018-07-18 14:31:35"
"3710177";"2531529";"4687";"pageview";"2";"2018-07-18 14:32:35"
"3666742";"2651152";"5892";"pageview";"2";"2018-07-18 14:36:31"
"3710186";"2707775";"1237";"pageview";"1";"2018-07-18 14:37:24"
"3710190";"2707776";"5454";"pageview";"1";"2018-07-18 14:39:04"
"3522018";"2565192";"632";"pageview";"44";"2018-07-18 14:42:00"
"3710193";"2707778";"725";"pageview";"1";"2018-07-18 14:44:45"
"3710197";"2412529";"5720";"pageview";"1";"2018-07-18 14:47:17"
"3710199";"2457915";"6256";"pageview";"1";"2018-07-18 14:47:40"
"3710200";"2707779";"4815";"pageview";"1";"2018-07-18 14:48:01"
"3710204";"2707780";"403";"pageview";"1";"2018-07-18 14:50:07"
"3710209";"2412529";"96";"pageview";"1";"2018-07-18 14:51:20"
"3710210";"2707780";"4483";"pageview";"1";"2018-07-18 14:51:41"
"3710212";"2412529";"5822";"pageview";"1";"2018-07-18 14:52:05"
"3666683";"2651152";"5930";"pageview";"3";"2018-07-18 14:52:34"
"3710217";"2412529";"5168";"pageview";"1";"2018-07-18 14:53:33"
"3710220";"2707786";"3391";"pageview";"1";"2018-07-18 14:55:32"
"3710205";"2707781";"6241";"pageview";"3";"2018-07-18 14:56:44"
"3710223";"2651152";"6282";"pageview";"1";"2018-07-18 14:57:20"
"3710226";"2707788";"1566";"pageview";"1";"2018-07-18 14:58:28"
"3710229";"2694045";"592";"pageview";"1";"2018-07-18 14:58:53"
"3710237";"2619687";"5892";"pageview";"1";"2018-07-18 15:01:38"
"3710233";"2707790";"3983";"pageview";"2";"2018-07-18 15:01:47"
"3710240";"2707795";"54";"pageview";"1";"2018-07-18 15:06:03"
"3282410";"2408351";"1237";"pageview";"5";"2018-07-18 15:15:51"
"3710244";"2707802";"4231";"pageview";"1";"2018-07-18 15:19:52"
"3710247";"2692163";"6278";"pageview";"1";"2018-07-18 15:21:22"
"3710251";"2364469";"5887";"pageview";"1";"2018-07-18 15:23:01"
"3710260";"2707803";"681";"pageview";"1";"2018-07-18 15:25:51"
"3710256";"2707803";"169";"pageview";"2";"2018-07-18 15:26:13"
"3710263";"2707804";"2331";"pageview";"2";"2018-07-18 15:27:51"
"3710265";"2707806";"3127";"pageview";"1";"2018-07-18 15:28:18"
"3710267";"2707807";"2331";"pageview";"1";"2018-07-18 15:29:49"
"3710271";"2707808";"305";"pageview";"1";"2018-07-18 15:30:09"
"3710282";"2707801";"5954";"pageview";"1";"2018-07-18 15:32:26"
"3710286";"2707809";"3349";"pageview";"1";"2018-07-18 15:34:17"
"3710278";"2707801";"5916";"pageview";"3";"2018-07-18 15:34:54"
"3710253";"2707801";"3126";"pageview";"2";"2018-07-18 15:35:04"
"3710272";"2707806";"3126";"pageview";"3";"2018-07-18 15:36:26"
"3710287";"2707811";"5527";"pageview";"1";"2018-07-18 15:36:41"
"3710289";"2707801";"707";"pageview";"1";"2018-07-18 15:37:36"
"3710295";"2707813";"3349";"pageview";"1";"2018-07-18 15:44:52"
"3666620";"2674345";"705";"pageview";"5";"2018-07-18 15:45:41"
"3710297";"2707814";"2649";"pageview";"1";"2018-07-18 15:46:35"
"3710298";"2707801";"5876";"pageview";"1";"2018-07-18 15:46:49"
"3710300";"2707815";"303";"pageview";"1";"2018-07-18 15:47:03"
"3710303";"2707801";"2613";"pageview";"1";"2018-07-18 15:48:05"
"3710304";"2707816";"3349";"pageview";"1";"2018-07-18 15:48:42"
"3710305";"2707818";"4661";"pageview";"1";"2018-07-18 15:49:27"
"3710292";"2707801";"6282";"pageview";"2";"2018-07-18 15:53:16"
"3710307";"2707820";"6282";"pageview";"1";"2018-07-18 15:55:17"
"3710308";"2707801";"114";"pageview";"1";"2018-07-18 16:00:44"
"3710311";"2707821";"1237";"pageview";"2";"2018-07-18 16:01:55"
"3710315";"2707822";"5890";"pageview";"1";"2018-07-18 16:02:32"
"3710317";"2707824";"18";"pageview";"2";"2018-07-18 16:04:56"
"3709308";"2707438";"2313";"pageview";"5";"2018-07-18 16:05:00"
"3710318";"2589383";"5892";"pageview";"4";"2018-07-18 16:05:38"
"3710323";"2707825";"330";"pageview";"1";"2018-07-18 16:05:47"
"3087431";"1528112";"80";"pageview";"2";"2018-07-18 16:06:16"
"3146618";"2212785";"54";"pageview";"28";"2018-07-18 16:06:22"
"3710328";"2707826";"4286";"pageview";"1";"2018-07-18 16:06:51"
"3710336";"2212785";"4612";"pageview";"1";"2018-07-18 16:08:20"
"3710340";"2707827";"725";"pageview";"1";"2018-07-18 16:13:35"
"3710341";"2707828";"5892";"pageview";"1";"2018-07-18 16:13:37"
"3710343";"2707829";"270";"pageview";"1";"2018-07-18 16:13:45"
"3710326";"2707438";"5683";"pageview";"3";"2018-07-18 16:13:53"
"3710350";"2707829";"1976";"pageview";"1";"2018-07-18 16:15:43"
"3710352";"2488811";"955";"pageview";"1";"2018-07-18 16:16:12"
"3710353";"2707830";"64";"pageview";"1";"2018-07-18 16:16:23"
"3710355";"1642034";"6282";"pageview";"1";"2018-07-18 16:17:25"
"3710358";"2707831";"471";"pageview";"1";"2018-07-18 16:21:15"
"3710359";"2707833";"471";"pageview";"1";"2018-07-18 16:24:59"
"3710369";"2707834";"303";"pageview";"1";"2018-07-18 16:26:42"
"3710371";"2707168";"6155";"pageview";"1";"2018-07-18 16:26:50"
"3710374";"2707835";"2980";"pageview";"1";"2018-07-18 16:27:21"
"3710362";"2330887";"5892";"pageview";"2";"2018-07-18 16:28:16"
"3710377";"2707836";"5774";"pageview";"2";"2018-07-18 16:28:57"
"3710366";"2707168";"2571";"pageview";"3";"2018-07-18 16:29:10"
"3710381";"2707839";"5577";"pageview";"1";"2018-07-18 16:30:37"
"3710385";"2707841";"49";"pageview";"1";"2018-07-18 16:34:50"
"3347802";"1925637";"5930";"pageview";"6";"2018-07-18 16:36:48"
"3710389";"2330887";"6282";"order";"1";"2018-07-18 16:37:06"
"3710382";"2707840";"1984";"pageview";"2";"2018-07-18 16:37:49"
"3710390";"2707845";"5133";"pageview";"1";"2018-07-18 16:40:45"
"3710392";"2707846";"1566";"pageview";"2";"2018-07-18 16:42:57"
"3710395";"2707849";"5892";"pageview";"1";"2018-07-18 16:47:16"
"3668503";"2675489";"5892";"pageview";"4";"2018-07-18 16:52:06"
"3710398";"2707854";"5892";"pageview";"1";"2018-07-18 16:54:51"
"3710405";"2702123";"6282";"pageview";"1";"2018-07-18 16:56:21"
"3710403";"2707854";"6282";"pageview";"2";"2018-07-18 16:56:23"
"3710414";"2707854";"5930";"pageview";"1";"2018-07-18 16:57:33"
"3710417";"2707857";"5774";"pageview";"1";"2018-07-18 16:58:34"
"3710409";"2707855";"5836";"pageview";"2";"2018-07-18 17:02:26"
"3689937";"2651152";"6255";"pageview";"2";"2018-07-18 17:04:28"
"3710418";"2707859";"162";"pageview";"1";"2018-07-18 17:04:59"
"3710422";"2707860";"3350";"pageview";"2";"2018-07-18 17:10:39"
"3710425";"2707864";"4699";"pageview";"1";"2018-07-18 17:13:42"
"3406989";"715904";"5727";"pageview";"4";"2018-07-18 17:15:29"
"3710428";"2707865";"681";"pageview";"1";"2018-07-18 17:16:18"
"3710429";"2707866";"1062";"pageview";"1";"2018-07-18 17:17:23"
"3710436";"2707868";"502";"pageview";"1";"2018-07-18 17:19:23"
"3710440";"2707870";"725";"pageview";"1";"2018-07-18 17:22:32"
"3710441";"2707870";"4911";"pageview";"1";"2018-07-18 17:23:20"
"3710431";"2707867";"5684";"pageview";"3";"2018-07-18 17:23:32"
"3708429";"2304798";"2317";"pageview";"3";"2018-07-18 17:31:06"
"3710447";"2707878";"4603";"pageview";"1";"2018-07-18 17:37:09"
"3710449";"2707879";"1147";"pageview";"1";"2018-07-18 17:37:15"
"3710452";"2707880";"5892";"pageview";"1";"2018-07-18 17:38:11"
"3710458";"2707881";"4594";"pageview";"1";"2018-07-18 17:39:50"
"3710460";"2707884";"4685";"pageview";"1";"2018-07-18 17:43:41"
"3710461";"2707880";"5892";"order";"1";"2018-07-18 17:47:06"
"3710462";"2653344";"4225";"pageview";"1";"2018-07-18 17:47:50"
"3710467";"2653344";"3190";"pageview";"1";"2018-07-18 17:51:05"
"3710468";"2707887";"787";"pageview";"1";"2018-07-18 17:51:14"
"3710473";"2707888";"5892";"pageview";"1";"2018-07-18 17:53:26"
"3710474";"2653344";"390";"pageview";"1";"2018-07-18 17:53:33"
"3710478";"2707890";"2613";"pageview";"1";"2018-07-18 17:55:33"
"3710480";"2653344";"54";"pageview";"1";"2018-07-18 17:56:07"
"3710483";"2707891";"6282";"pageview";"1";"2018-07-18 17:58:43"
"3710484";"2653344";"5938";"pageview";"1";"2018-07-18 17:58:45"
"3710488";"2707893";"1566";"pageview";"1";"2018-07-18 17:59:49"
"3710493";"2707897";"6282";"pageview";"1";"2018-07-18 18:03:06"
"3710495";"2707898";"3670";"pageview";"1";"2018-07-18 18:04:04"
"3710497";"2707871";"998";"pageview";"1";"2018-07-18 18:04:09"
"3710491";"2707871";"249";"pageview";"2";"2018-07-18 18:05:50"
"3710503";"2707903";"386";"pageview";"1";"2018-07-18 18:13:27"
"3710505";"2707904";"28";"pageview";"1";"2018-07-18 18:15:50"
"3710508";"2707905";"4933";"pageview";"2";"2018-07-18 18:19:17"
"3710511";"2707906";"5836";"pageview";"1";"2018-07-18 18:22:44"
"3710513";"2707893";"2649";"pageview";"1";"2018-07-18 18:25:35"
"3710515";"2707906";"420";"pageview";"1";"2018-07-18 18:25:44"
"3703344";"2703563";"303";"pageview";"2";"2018-07-18 18:26:59"
"3710516";"2707906";"5837";"pageview";"1";"2018-07-18 18:27:07"
"3680005";"2683963";"26";"pageview";"7";"2018-07-18 18:30:16"
"3710519";"2707907";"4907";"pageview";"1";"2018-07-18 18:31:03"
"3710521";"2707908";"3394";"pageview";"1";"2018-07-18 18:31:28"
"3710525";"2707908";"5421";"pageview";"1";"2018-07-18 18:32:03"
"3710530";"2707910";"395";"pageview";"1";"2018-07-18 18:38:02"
"3710534";"2707912";"5836";"pageview";"1";"2018-07-18 18:43:30"
"3710538";"2707915";"5930";"pageview";"1";"2018-07-18 18:46:53"
"3710540";"2707916";"5986";"pageview";"1";"2018-07-18 18:47:14"
"3710543";"2707917";"4286";"pageview";"1";"2018-07-18 18:48:38"
"3710544";"2707915";"6255";"pageview";"1";"2018-07-18 18:48:40"
"3710547";"2707918";"2083";"pageview";"1";"2018-07-18 18:50:26"
"3710548";"2707919";"5127";"pageview";"1";"2018-07-18 18:51:39"
"3710553";"2707921";"2649";"pageview";"1";"2018-07-18 18:53:24"
"3710560";"2634186";"6282";"pageview";"1";"2018-07-18 18:58:56"
"3710562";"2634186";"6282";"order";"1";"2018-07-18 19:01:22"
"3710556";"2634186";"5892";"pageview";"3";"2018-07-18 19:02:27"
"3710564";"2634186";"5916";"pageview";"1";"2018-07-18 19:02:45"
"3710567";"2707926";"6085";"pageview";"1";"2018-07-18 19:05:21"
"3710570";"2707927";"4286";"pageview";"1";"2018-07-18 19:06:12"
"3710572";"2707927";"420";"pageview";"1";"2018-07-18 19:07:03"
"3710573";"2707927";"352";"pageview";"1";"2018-07-18 19:08:02"
"3710581";"2707932";"6049";"pageview";"1";"2018-07-18 19:12:26"
"3710584";"2707937";"5079";"pageview";"1";"2018-07-18 19:14:03"
"3569434";"2605344";"1276";"pageview";"10";"2018-07-18 19:14:10"
"3710589";"2707928";"6277";"pageview";"2";"2018-07-18 19:14:34"
"3710593";"2707928";"403";"pageview";"1";"2018-07-18 19:14:52"
"3710579";"2707928";"6231";"pageview";"3";"2018-07-18 19:15:05"
"3710586";"2402049";"324";"pageview";"2";"2018-07-18 19:15:06"
"3710575";"2707928";"1220";"pageview";"2";"2018-07-18 19:15:12"
"3476549";"2402049";"5938";"pageview";"2";"2018-07-18 19:16:23"
"3710595";"2707948";"652";"pageview";"1";"2018-07-18 19:16:43"
"3710599";"2402049";"6255";"pageview";"1";"2018-07-18 19:17:06"
"3710604";"2597102";"6282";"pageview";"1";"2018-07-18 19:21:11"
"3672838";"2597102";"5892";"pageview";"3";"2018-07-18 19:21:30"
"3710606";"2707951";"2505";"pageview";"2";"2018-07-18 19:23:01"
"3710611";"2666266";"352";"pageview";"1";"2018-07-18 19:24:52"
"3710614";"2707954";"5836";"pageview";"1";"2018-07-18 19:26:38"
"3710615";"2707955";"5471";"pageview";"1";"2018-07-18 19:26:52"
"3710609";"2707953";"502";"pageview";"2";"2018-07-18 19:27:25"
"3682642";"2666266";"3737";"pageview";"4";"2018-07-18 19:27:37"
"3710622";"2707956";"390";"pageview";"1";"2018-07-18 19:29:56"
"3710618";"2707956";"3811";"pageview";"2";"2018-07-18 19:31:11"
"3710625";"2707958";"5872";"pageview";"1";"2018-07-18 19:36:04"
"3710627";"2707960";"4704";"pageview";"1";"2018-07-18 19:39:40"
"3710632";"2707961";"3840";"pageview";"1";"2018-07-18 19:42:09"
"3710635";"2707963";"3782";"pageview";"1";"2018-07-18 19:43:35"
"3710639";"2707961";"5266";"pageview";"1";"2018-07-18 19:44:54"
"3710549";"2707920";"4388";"pageview";"4";"2018-07-18 19:45:16"
"3380741";"2386913";"5938";"pageview";"3";"2018-07-18 19:46:08"
"3668588";"2386913";"5876";"pageview";"3";"2018-07-18 19:46:54"
"3710643";"2386913";"6282";"pageview";"1";"2018-07-18 19:47:16"
"3710636";"2707964";"1903";"pageview";"2";"2018-07-18 19:47:29"
"3710646";"2707967";"2950";"pageview";"1";"2018-07-18 19:48:07"
"3710648";"2707968";"4994";"pageview";"1";"2018-07-18 19:51:48"
"3710652";"2675593";"5892";"pageview";"1";"2018-07-18 19:53:31"
"3710655";"2707969";"6277";"pageview";"1";"2018-07-18 19:55:22"
"3710659";"2707970";"1613";"pageview";"1";"2018-07-18 19:57:14"
"3710663";"2707971";"5835";"pageview";"1";"2018-07-18 19:58:22"
"3710664";"2402049";"5930";"pageview";"1";"2018-07-18 19:58:23"
"3710660";"2707971";"5836";"pageview";"5";"2018-07-18 19:58:42"
"3710668";"2707974";"4518";"pageview";"1";"2018-07-18 20:01:01"
"3710667";"2707973";"49";"pageview";"2";"2018-07-18 20:01:17"
"3710672";"2596341";"3391";"pageview";"1";"2018-07-18 20:02:17"
"3710676";"2596341";"2608";"pageview";"1";"2018-07-18 20:02:59"
"3710679";"2707978";"303";"pageview";"1";"2018-07-18 20:04:12"
"3710680";"2402049";"49";"pageview";"1";"2018-07-18 20:04:48"
"3710683";"2402049";"6256";"pageview";"1";"2018-07-18 20:05:31"
"3710686";"2707980";"5671";"pageview";"1";"2018-07-18 20:07:54"
"3710689";"2707981";"49";"pageview";"1";"2018-07-18 20:08:38"
"3710691";"2707983";"297";"pageview";"1";"2018-07-18 20:12:04"
"3710695";"2707985";"5892";"pageview";"1";"2018-07-18 20:13:56"
"3710698";"2707986";"5938";"pageview";"1";"2018-07-18 20:14:42"
"3710700";"2707989";"6215";"pageview";"1";"2018-07-18 20:17:21"
"3710703";"2707989";"4764";"pageview";"1";"2018-07-18 20:18:47"
"3710706";"2707989";"2333";"pageview";"1";"2018-07-18 20:19:59"
"3710708";"2707990";"2652";"pageview";"1";"2018-07-18 20:20:41"
"3710709";"2707991";"3021";"pageview";"1";"2018-07-18 20:21:45"
"3710712";"2707993";"2613";"pageview";"1";"2018-07-18 20:25:49"
"3710716";"2707994";"5890";"pageview";"4";"2018-07-18 20:27:06"
"3710717";"2707996";"169";"pageview";"1";"2018-07-18 20:27:07"
"3710718";"2707997";"2980";"pageview";"1";"2018-07-18 20:27:24"
"3710721";"2707998";"303";"pageview";"1";"2018-07-18 20:29:08"
"3710725";"2128846";"502";"pageview";"1";"2018-07-18 20:32:48"
"3710727";"2707999";"2662";"pageview";"1";"2018-07-18 20:35:41"
"3710729";"2708000";"2191";"pageview";"1";"2018-07-18 20:36:04"
"3710733";"2708001";"6031";"pageview";"1";"2018-07-18 20:39:27"
"3710736";"2707993";"3082";"pageview";"1";"2018-07-18 20:39:44"
"3710741";"2708001";"6151";"pageview";"1";"2018-07-18 20:39:57"
"3710743";"2708002";"4406";"pageview";"1";"2018-07-18 20:40:06"
"3710747";"2708003";"787";"pageview";"1";"2018-07-18 20:42:59"
"3710752";"2708003";"3460";"pageview";"1";"2018-07-18 20:45:11"
"3710755";"2708007";"1237";"pageview";"1";"2018-07-18 20:48:34"
"3710757";"2708010";"5892";"pageview";"1";"2018-07-18 20:52:42"
"3710760";"1975158";"5938";"pageview";"1";"2018-07-18 20:54:00"
"3710766";"2708012";"6176";"pageview";"1";"2018-07-18 20:56:31"
"3710767";"2708012";"2523";"pageview";"1";"2018-07-18 20:57:11"
"3710768";"1975158";"30";"pageview";"1";"2018-07-18 20:57:14"
"3710769";"2708014";"3349";"pageview";"1";"2018-07-18 20:57:25"
"3710774";"2708015";"157";"pageview";"1";"2018-07-18 20:59:34"
"3710778";"2708018";"787";"pageview";"1";"2018-07-18 21:05:57"
"3710784";"2682987";"1401";"pageview";"1";"2018-07-18 21:09:34"
"3710788";"2708022";"28";"pageview";"1";"2018-07-18 21:11:07"
"3710602";"2707949";"471";"pageview";"2";"2018-07-18 21:17:30"
"3704740";"1896140";"6282";"pageview";"2";"2018-07-18 21:21:07"
"3710792";"2708024";"3021";"pageview";"3";"2018-07-18 21:21:53"
"3348105";"1896140";"5930";"pageview";"4";"2018-07-18 21:23:10"
"3710794";"2708027";"772";"pageview";"1";"2018-07-18 21:28:21"
"3710797";"2708028";"6274";"pageview";"1";"2018-07-18 21:29:24"
"3673744";"1966609";"6256";"pageview";"4";"2018-07-18 21:32:10"
"3710799";"2708032";"652";"pageview";"1";"2018-07-18 21:33:04"
"3687861";"2694896";"3127";"pageview";"2";"2018-07-18 21:43:20"
"3710802";"2423585";"6282";"pageview";"1";"2018-07-18 21:43:37"
"3710807";"2708037";"6096";"pageview";"1";"2018-07-18 21:45:14"
"3710809";"2708038";"854";"pageview";"1";"2018-07-18 21:45:28"
"3710815";"2525701";"3126";"pageview";"1";"2018-07-18 21:57:31"
"3710816";"2708041";"871";"pageview";"1";"2018-07-18 21:58:08"
"3710818";"2386913";"5930";"pageview";"2";"2018-07-18 22:00:17"
"3710819";"2708044";"5304";"pageview";"1";"2018-07-18 22:01:46"
"3710823";"2635561";"6282";"pageview";"1";"2018-07-18 22:02:50"
"3710831";"2386913";"5932";"pageview";"1";"2018-07-18 22:04:33"
"3710631";"2386913";"5892";"pageview";"3";"2018-07-18 22:06:42"
"3705055";"2704818";"4685";"pageview";"7";"2018-07-18 22:06:55"
"3710477";"2707889";"1237";"pageview";"5";"2018-07-18 22:08:01"
"3706377";"2680519";"6282";"pageview";"2";"2018-07-18 22:08:11"
"3710840";"2462174";"6282";"pageview";"1";"2018-07-18 22:09:38"
"3710842";"2708053";"5986";"pageview";"1";"2018-07-18 22:13:35"
"3710844";"2708054";"303";"pageview";"1";"2018-07-18 22:16:41"
"3710848";"2708055";"5963";"pageview";"1";"2018-07-18 22:24:21"
"3710850";"2708056";"3341";"pageview";"1";"2018-07-18 22:26:22"
"3710856";"2708062";"725";"pageview";"1";"2018-07-18 22:31:45"
"3710858";"2708064";"5836";"pageview";"1";"2018-07-18 22:32:14"
"3710854";"2708060";"2980";"pageview";"2";"2018-07-18 22:32:20"
"3710863";"2708067";"2610";"pageview";"2";"2018-07-18 22:41:19"
"3710864";"2708068";"381";"pageview";"2";"2018-07-18 22:41:55"
"3710868";"2708069";"5635";"pageview";"1";"2018-07-18 22:49:21"
"3710871";"2708071";"1655";"pageview";"1";"2018-07-18 22:51:52"
"3710874";"2708072";"5835";"pageview";"1";"2018-07-18 23:01:45"
"3710877";"2708073";"305";"pageview";"1";"2018-07-18 23:03:33"
"3690467";"2696209";"725";"pageview";"5";"2018-07-18 23:08:38"
"3710881";"2696209";"385";"pageview";"1";"2018-07-18 23:09:13"
"3690478";"2696209";"2571";"pageview";"2";"2018-07-18 23:09:48"
"3690482";"2696209";"3438";"pageview";"2";"2018-07-18 23:10:44"
"3690487";"2696209";"4911";"pageview";"2";"2018-07-18 23:11:18"
"3710889";"2708076";"5941";"pageview";"1";"2018-07-18 23:13:41"
"3710893";"2476234";"6142";"pageview";"1";"2018-07-18 23:18:51"
"3710896";"2708079";"5769";"pageview";"1";"2018-07-18 23:26:41"
"3710898";"2708081";"156";"pageview";"1";"2018-07-18 23:33:20"
"3710900";"2708082";"161";"pageview";"3";"2018-07-18 23:35:05"
"3710906";"2708082";"3350";"pageview";"1";"2018-07-18 23:35:37"
"3710909";"2708085";"5974";"pageview";"1";"2018-07-19 00:06:06"
"3710913";"2708085";"1276";"pageview";"1";"2018-07-19 00:23:18"
"3710917";"2708088";"681";"pageview";"1";"2018-07-19 00:28:26"
"3710918";"2708085";"49";"pageview";"1";"2018-07-19 00:30:02"
"3710922";"2708085";"5234";"pageview";"1";"2018-07-19 00:31:01"
"3710926";"2708085";"5367";"pageview";"1";"2018-07-19 00:32:45"
"3710929";"2708085";"1401";"pageview";"1";"2018-07-19 00:37:34"
"3710933";"2708085";"6224";"pageview";"1";"2018-07-19 00:38:07"
"3710936";"2708091";"730";"pageview";"1";"2018-07-19 00:40:37"
"3710937";"2708092";"1062";"pageview";"1";"2018-07-19 00:43:38"
"3710939";"2708093";"3843";"pageview";"1";"2018-07-19 00:44:54"
"3710943";"2708093";"3696";"pageview";"1";"2018-07-19 00:47:15"
"3710946";"2708094";"4948";"pageview";"2";"2018-07-19 00:57:53"
"3710947";"2708119";"3434";"pageview";"1";"2018-07-19 01:13:06"
"3710948";"2708118";"611";"pageview";"1";"2018-07-19 01:13:22"
"3710950";"2708151";"4009";"pageview";"1";"2018-07-19 01:53:26"
"3710951";"2708152";"4718";"pageview";"1";"2018-07-19 02:02:19"
"3710953";"2708153";"6102";"pageview";"1";"2018-07-19 02:02:44"
"3710956";"2708157";"5986";"pageview";"1";"2018-07-19 02:26:12"
"3710961";"2708159";"70";"pageview";"1";"2018-07-19 02:36:06"
"3710964";"2708160";"5837";"pageview";"1";"2018-07-19 02:44:21"
"3710957";"2708158";"5876";"pageview";"3";"2018-07-19 03:00:59"
"3710965";"2708166";"5297";"pageview";"1";"2018-07-19 03:33:04"
"3710966";"2708168";"5433";"pageview";"2";"2018-07-19 04:07:39"
"3710969";"2708170";"632";"pageview";"1";"2018-07-19 04:16:39"
"3710970";"1831048";"98";"pageview";"1";"2018-07-19 04:44:50"
"3710973";"2708173";"5994";"pageview";"1";"2018-07-19 04:48:41"
"3189273";"1831048";"4911";"pageview";"4";"2018-07-19 04:50:29"
"3710974";"2708174";"2056";"pageview";"1";"2018-07-19 04:51:10"
"3710977";"2708182";"5274";"pageview";"1";"2018-07-19 05:34:40"
"3710979";"2708182";"28";"pageview";"1";"2018-07-19 05:39:55"
"3710982";"2708182";"74";"pageview";"1";"2018-07-19 05:44:45"
"3710985";"2708182";"109";"pageview";"1";"2018-07-19 05:47:27"
"3710988";"2708182";"5928";"pageview";"1";"2018-07-19 05:50:53"
"3710991";"2708182";"390";"pageview";"1";"2018-07-19 05:53:01"
"3710995";"2708182";"4766";"pageview";"1";"2018-07-19 05:55:14"
"3710997";"2708182";"105";"pageview";"1";"2018-07-19 05:57:09"
"3711000";"2708190";"49";"pageview";"1";"2018-07-19 06:01:35"
"3711003";"2708191";"5560";"pageview";"1";"2018-07-19 06:05:57"
"3711007";"2708191";"3793";"pageview";"1";"2018-07-19 06:06:23"
"3711009";"2703029";"1920";"pageview";"1";"2018-07-19 06:19:17"
"3711010";"2708197";"3391";"pageview";"1";"2018-07-19 06:20:14"
"3711012";"2708198";"249";"pageview";"21";"2018-07-19 06:21:43"
"3711015";"2708200";"2331";"pageview";"1";"2018-07-19 06:27:38"
"3711018";"2703029";"5368";"pageview";"1";"2018-07-19 06:29:59"
"3711021";"2142321";"6282";"pageview";"1";"2018-07-19 06:36:10"
"3421974";"2261441";"5932";"pageview";"13";"2018-07-19 06:40:58"
"3711024";"2708202";"3326";"pageview";"1";"2018-07-19 06:48:10"
"3711026";"2362711";"671";"pageview";"1";"2018-07-19 06:57:22"
"3711031";"2708203";"395";"pageview";"1";"2018-07-19 06:58:50"
"3711027";"2142321";"6255";"pageview";"2";"2018-07-19 07:00:35"
"3711035";"2708206";"5774";"pageview";"1";"2018-07-19 07:08:48"
"3710444";"2632118";"6277";"pageview";"2";"2018-07-19 07:18:13"
"3711037";"2708211";"3676";"pageview";"1";"2018-07-19 07:22:32"
"3711039";"2708215";"4144";"pageview";"1";"2018-07-19 07:24:02"
"3711042";"1825435";"6282";"order";"1";"2018-07-19 07:24:57"
"3711046";"2708216";"2762";"pageview";"1";"2018-07-19 07:25:40"
"3711047";"2708217";"296";"pageview";"1";"2018-07-19 07:25:41"
"3711054";"2708217";"5297";"pageview";"1";"2018-07-19 07:26:25"
"3711044";"2708215";"3793";"pageview";"2";"2018-07-19 07:27:47"
"3711056";"2708219";"6227";"pageview";"1";"2018-07-19 07:30:09"
"3711058";"2708220";"2104";"pageview";"1";"2018-07-19 07:30:24"
"3711061";"2708220";"5661";"pageview";"1";"2018-07-19 07:32:23"
"3711064";"2708220";"6247";"pageview";"1";"2018-07-19 07:34:18"
"3711067";"2708225";"725";"pageview";"1";"2018-07-19 07:38:36"
"3709664";"2694512";"6282";"pageview";"2";"2018-07-19 07:44:52"
"3711068";"2708227";"4377";"pageview";"1";"2018-07-19 07:45:04"
"3711073";"2708228";"3126";"pageview";"1";"2018-07-19 07:46:24"
"3711076";"2708229";"6282";"pageview";"1";"2018-07-19 07:47:16"
